,count,hate_speech,offensive_language,neither,class,tweet
318,3,0,0,5,2,madurai mitrudu duraipandi sarvayi... ippude phone chesadu.trailer goppa sanghatana
319,3,0,0,5,2,This type of trailer is the first of its kind in Tamil cinema
320,3,0,0,5,2,Surya is unique..... Swag  waiting
321,3,0,0,5,2,Like - Ner konda paarvai Comment - Pink
322,3,0,0,5,2,"neeku kuda oka offer kavali, andukani vadiki ivvabothunnaavu, nee alludiki pelli cheyyabothunnao."
323,3,0,0,5,2,"The trailer of the movie is already mass, and the editing is excellent. The movie will be even more massive until it comes out. Let's wait and watch"
324,3,0,0,5,2,"Thalaiva, there are no words to say about the costumes and dance. You never age."
325,3,0,0,5,2,How many people have liked the trailer without even watching it
326,3,0,0,5,2,The movie has a twist that is making everyone curious. No one knows who the villain is
327,3,0,0,5,2,brahmin veshya koduku parayanga kuda natinchanani ajith cheppadu
328,3,0,0,5,2,Waiting in hands of death..... king of sea
329,3,0,0,5,2,"Congratulations on the success of the movie Reddiyar in Pondicherry."""
330,3,0,0,5,2,darshakudu eppudu veldi e pollachchi ghatanapai cinema tista...
331,3,0,0,5,2,I am a die-hard fan of Thalapathy and Thalaesar. They are both awesome
332,3,0,0,5,2,Seems like Netflix web series  30 passed 13 dub
333,3,0,0,5,2,idhu enna... blockbuster pakkam
334,3,0,0,5,2,mee manasulo nilichinavanni comment cheyandi
335,3,0,0,5,2,00:57 Telugu prajalu Jayalalithanu angeekarincharu
336,3,0,0,5,2,"If you are going to watch the first show of the NKP movie tomorrow, just hit the like button"
337,3,0,0,5,2,aaya satriya kunjula nee sothu
338,3,0,0,5,2,"Please don't keep cutting and editing repeatedly, it's frustrating me."
339,3,0,0,5,2,I'm eagerly waiting for movie release and watch it
340,3,0,0,5,2,Keka beka short film methalu unchandi
341,3,0,0,5,2,Super another level Dhanush Anna mass
342,3,0,0,5,2,The director of the movie is amazing and has done a fantastic job
343,3,0,0,5,2,"I believe that incidents like this should not happen, and I hope this movie portrays that message"
344,3,0,0,5,2,mohan .G tamil sinimalo mana samajaniki prateeka .....cinema parishramalo sikharagraniki vellali....jagrathaga undali....
345,3,0,0,5,2,Punch  odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha odra adha Next level hit Thalaivaaaaaaa
346,3,0,0,5,2,I love u Rajini sir 
347,3,0,0,5,2,Dear Thala blood's pls make 1m likes
348,3,0,0,5,2,mailaduthurai peria koil mailaduthurai bus stand ; paiki egrandi; clackwark 
349,3,0,0,5,2,Rajini name is enough to sell movie as a hot cakes
350,3,0,0,5,2,Thala is coming mass with his 25 ak
351,4,0,0,5,2,What a bgm yuvannnnnnnnnn rocksssssss 
352,3,0,0,5,2,Versatile Actor Dhanush ...... I'm waiting 
353,3,0,0,5,2,subject success ayinanduku devendra kula valeler tarapuna abhinandana
354,4,0,0,5,2,Kaappan trailer 700K likes and  20 Million views
355,3,0,0,5,2,Kangana is not a good option I think
356,3,0,0,5,2,This is real Kali..... Viswasam trailer 7.ours 1m like....
357,3,0,0,5,2,Will it get 1 million likes
358,3,0,0,5,2,"I must definitely watch this movie in the theatre, sorry Tamilrockers"
359,3,0,0,5,2,I'm living by following you thala
360,3,0,0,5,2,Shall we like this as the trailer in your email
361,3,0,0,5,2,"Bro, we need to get 100k likes in 30 minutes somehow."
362,3,0,0,5,2,"Even if I conquer the whole world, you are the one I seek"
363,3,0,0,5,2,"Perform a pooja to get the film 'Maverick J. Guru' released, please"
364,3,0,0,5,2,Is the Kaali that I fry on the side ready from Pongal 
365,3,0,0,5,2,"Oh no, oh no, they have messed up our leader like this. We will say 96, 2006, 2016, and even 2026. I am afraid to speak for the safety of my life"
366,3,0,0,5,2,"poradite thappemundi, poradalsina paristhiti kalpinchadame thappu"
367,3,0,0,5,2,You have more of the ones who don't know what they know than the ones who know! Doesn't Thalapathy Vijay have a mass dialogue entry?
368,3,0,0,5,2,39K left for 13M views
369,3,0,0,5,2,We will definitely eat two unique sweet dishes for Pongal.
370,3,0,0,5,2,superb teaser by kanyakumari jilla vijay fanzzzzzzzzzzzzzzz
371,3,0,0,5,2,"Waiting for the next movie of the mass leader. Is this Selva Ragavan's modern Pudhupettai or what, bro?"
372,3,0,0,5,2,"Hey, what's this 96? Who died?"
373,3,0,0,5,2,"The lineage of Veera Thevar belongs to the Kallar community, friend."
374,3,0,0,5,2,"Thalapathy always, Ilayathalapathy... Welcome, welcome, Bairavaa!"
375,3,0,0,5,2,rajakeeyalu - NGK army - kappan aircraft - surarai potru vera levl traclo surya
376,3,0,0,5,2,morning melkolupu teaser chusenduku vachchina varanta..
377,3,0,0,5,2,"iswasam, Mersal, Sarkar madhri time lo likes and views create cheyaleka undi"
378,4,0,0,5,2,5 day no 1 you tube thala I love you
379,3,0,0,5,2,"Anduvalla thalaivar ani ee reetiga choodatam ela annaru... Miku istamainadi mariyu pettadam ela annaru... ""Petta"" ani poguttene ""Mass"" marana massanga vasthundi."
380,3,0,0,5,2,sivagangai jilla devara sangam tarapuna cinema vijayam sadhinchalani korukuntunnanu
381,3,0,0,5,2,nenu champadaniki kanth lo untanu mariyu mee muggurini champanivvanu. 
382,3,0,0,5,2,nenu karthi abhimanini kabatti khaidi kosam eduru chustunnanu
383,3,0,0,5,2,I hate v... s...  Iron man kill it v... S
384,3,0,0,5,2,"Em matladutunnav ra babu, last 20 seconds ke bangam undi ra "
385,3,0,0,5,2,"Super ga undi, Feb 14 choodaledu ani nenu chuskoleni"
386,3,0,0,5,2,tamil nayak sangam tarapuna abhinandana.nataka prematho maa chellini pogottukunnam..! sinimacu naa purti maddathu..!!
387,3,0,0,5,2,Janu variyil viriyumo ????  .... 
388,6,0,0,5,2,"1s dai bhadrata vyavasthanu chala cheduga chitrikarinchina e chitram yokka margam chala cheddadi, mana vyavastha chala cheddadi, konni sanniveshalu meeku adrustam kadani nenu anukuntunnanu. mohan lal chala telivaina natudu. kani kondaru.."
389,3,0,0,5,2,Tomorrow bigil trailer ku wait chestunna vallu hit like
390,3,0,0,5,2,Vinandi Suriya annan #RIPBOXOFFICE. Mass+class intha mathiri role yevvaramaina chesthu undalenu
391,3,0,0,5,2,meeku pichi  unna super a trailer enduku nachadam ledhu? chala manchi cinema 
392,3,0,0,5,2,3 Years Of 24  The Movie... ( May 6 )... Athreyaaaaaaaaa
393,3,0,0,5,2,"Bigil trailer yeppudu vasthundo, dream warrior bayam avuthundhi."
394,3,0,0,5,2,Pakka mass intro Ajith Kumar sir
395,3,0,0,5,2,padhi mandi kalisi oka nirdishta sanghanni pratighatincadam aa sangam balanni chuputundi
396,3,0,0,5,2,"memu inka swechcha lemu. samanya prajala hakkula kosam matladina communist partiny british, congress lu kramapaddhilo anchivesharu. british pettubadidarula nundi congress pettubadidarulaku hakkula badileeni manam swatantryam antamu. e cinema danny prastavinchaledu. endukante e cinema parisrama pettubadidaruladi"
397,6,0,0,5,2,This teaser looks like insulting JAYALALITHA madam.
398,3,0,0,5,2,"tsk teaser ni chusina tarvata, 'Buy Rava' teaser ni kuda adalsindhe"
399,3,0,0,5,2,1:15 to 1:18 varaku Netanu chusinappudu utsaham ni nirasinchadaaniki sambhavamaa
400,3,0,0,5,2,"aithe, nijamena, love panna jodistara? meeru mee swantha kulaniki chendina prema panna matrame kaluputara? mee swantha kulam karananga natakanni ishtapadakandi"
401,3,0,0,5,2,Suriya annaaa kathi waitig for u r entry
402,3,0,0,5,2,em chesina vetrimaran marito cinema cheyaleru.
403,3,0,0,5,2,samajik shraddhato e cinema chuddam..... indulo kulanni pattinchukokandi.....
404,3,0,0,5,2,She's looks like a dummy (mom ki gudiya)
405,3,0,0,5,2,selvan abhimanulaku nachadanto ibbandi
406,3,0,0,5,2,Nani anna adhbutham  all scenes supervbbbbbbbb
407,3,0,0,5,2,mari ikkada madirigaane thalaivaa surya viriyans maro sthayi kosam wait cheddam Σ>―(NgK)→
408,3,0,0,5,2,4 th day 1 trading
409,3,0,0,5,2,Vijay Sethupathi manchi actor kaani athanu screen lo teliyakapovachu......Enthaina Rajinikanth ninnu minchinavaadu
411,3,0,0,5,2,vintunna e kukkanu chusi chala kalamaindi. anati trailer kuda.
412,3,0,0,5,2,"nuvvu ochchachi periyala unnaavu, kani oka tandri, talli garvinche nayakudini uddesinchi, ""mee kutumbaniki nashtam"" annaru."
413,3,0,0,5,2,Watching again and again #surya anna Mass pannitinga
414,3,0,0,5,2,my      favorite.        song
415,3,0,0,5,2,ippudippude mana hero patraku taggattuga titles marneshadu..i like myskin
416,3,0,0,5,2,Mee talanu minchakunda undandi.. like that tone
417,3,0,0,5,2,Happy New Year prathi okkariki pongal chandra dabbulivvandi
418,3,0,0,5,2,39K left for 500K likes
419,3,0,0,5,2,e cinema vijayam sadhinchalani vikram abhimanulu korukuntunnaru
420,3,0,0,5,2,Ha ha ha ha ha I am waiting!!!!!
421,3,0,0,5,2,Double action.. adhbutham nani.. vera 11... 
422,3,0,0,5,2,"Trailer chala chethagundhi, cinema ela untundo telusukovali"
423,3,0,0,5,2,masssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss adhbutham  
424,3,0,0,5,2,"chavu, vidyabalan chivari varaku kanipinchaleda? trailer lo ajith chandra jodiga vidyabalan natimchindi."
425,6,0,0,5,2,uduta kodipillalu tution leave nu ishtapadatam lenatluga
426,3,0,0,5,2,Nani gentelmen villan ki oka like veyandi
427,3,0,0,5,2,Jeyarai Ravi fans hit like ...
428,3,0,0,5,2,"super star ila cheyadaniki nenu vyathirekam kadu, vere sthayi trailer"
429,3,0,0,5,2,"nuvvu nee kulam penchukovaalante, baga chaduvukovali, baga sampadinchali, annie danantat ade edugutai, agravarna ammayini pelli chesukovaddu."
430,3,0,0,5,2,cinema eppudu vastundo cheppandi.
431,6,0,0,5,2,Who is best.  Kangana - like  Priyanka - Comment
432,3,0,0,5,2,500+ likes vastayi anna vallu like cheyandi
433,3,0,0,5,2,kaali deesa chusukondi e nruthya pradarshanam
434,3,0,0,5,2,a korean copy idi.... patha windowslo beethoven symphonila pa sangeetanni vindam
435,3,0,0,5,2,cinema modatlo cheekati padi saraveganga sagutunnatlu anipinchindi.
436,3,0,0,5,2,1996 nunchi rajani ippatiki ade prakatana chesaru.
437,3,0,0,5,2,Thala always ultimate...he proved again and again..........mazzzzzzzzzzzz
438,3,0,0,5,2,"This movie is supposed to give the feeling of smoke given to a lover. We are waiting to see it."""
439,3,0,0,5,2,Adhi ngk kaadhu ra #ntk 
440,3,0,0,5,2,e cinema vijayayam sadhinchinanduku kallaku vishvakarma tarapuna abhinandana teliyajestunnamu
441,6,0,0,5,2,Gentlemen verestayi Bloackbuster movie
442,3,0,0,5,2,What a bgm man  omg!!!!!
443,3,0,0,5,2,96 film music ki aaedho dialogue sonthanga unnattu?
444,3,0,0,5,2,idi antham kadu. mugimpu prarambham kuda kadu. bahusa idi prarambham mugimpu ...
445,3,0,0,5,2,vere stayi
446,3,0,0,5,2,"Bigil cinema Thalapathy Vijay kosam online lo number one trending ayindhi, adhi teaser trailer cutting lakshanalanu gamaninchi vandaranga undhi"
447,3,0,0,5,2,"hero anna anbumani naco, nico annala kanipistadu."
448,3,0,0,5,2,"Commentslu and social medialu choosthe, Surya ki oka pedda fan following undani thelusu, kaani Surya fans Kanchana 3 trailer record ni kuda break cheyyalekapoyaru, meeru ekkada Vijay-Ajith records ni break cheyyali anukuntunara? Surya fans ani antunaru kani, views penchadaniki teaser roju roju varaku chustharu. Surya fans evaru kuda kaadu, naa Sri Lankan Surya fan ni. Prashnalu unte aduguthara??"
449,3,0,0,5,2,Original : pink Copy : Nerkonda paarvai
450,3,0,0,5,2,singha chinnandikuji singha gelichinanduku abhinandana
451,3,0,0,5,2,"Pongal ki Petta super ani cheppali, Rajini bang tho malli vacchadu."
452,3,0,0,5,2,"Bagundhi! Kani, movie lo em ayna cheptunnara? Avi chala brave ga unaru, kachitanga strong Chief Minister kuda unaru. Superwoman kuda kani adi anni kaadhu, kaani idhi chalu kaada?"
453,3,0,0,5,2,"Anna... Neeku kuda vera level, me movie kuda vera level, me protection kuda vera level"
454,3,0,0,5,2,Naa Naniiiii I love you Naniiiiiiii
455,3,0,0,5,2,cinema ki inka dubbing aipoyaledu ani telusu
456,3,0,0,5,2,Upcoming megastar Nani movie #Dasar on 30 March 2023 in hindi tamil telugu and malayalam
457,3,0,0,5,2,"Haters kuda idheppudu chetta  ani chepparu, enduku manamlo unna nirasana maargamlo unna meeku tappaka oppukoru."
458,3,0,0,5,2,Enti idhi Meegama katha laga undhi
460,3,0,0,5,2,1:36 idhi oka adhbutham la undhi
461,3,0,0,5,2,begas ane chepa katha atanu yosu ani rastadu.
462,3,0,0,5,2,Don't remove Rajini scene in movie
463,3,0,0,5,2,Kerala Nanifans Hit Like here
464,3,0,0,5,2,"Athanu 53 vayasulo prasidhii ga untadu,kabatti Simbu ni chusi nerchukondi ra!!"
465,3,0,0,5,2,6.7 M views and  681k likes
466,3,0,0,5,2,e sinimacu agamudaya devar purti support eppudu untundi.
467,3,0,0,5,2,"
prema natakam andaru matladukuntaru. matti ammayi, bangaru ammayi okate. evaru jokyam chesukovadaniki prayatninchina, varu maa cheyi pattukovadaniki prayatninchina memu tiraskaristamu. #darshakudu tirupathiki, #mohan gariki abhinandanalu."
468,3,0,0,5,2,Defanatly blackbaster vjs anna sk fans
469,6,0,0,5,2,vachadu vachadu herooooo! Super Massssss.......Megastar raaaaaa
470,3,0,0,5,2,Pakka Mass . Die Hard fans from Telugu. Superb Abba..
471,3,0,0,5,2,inventory boys kosam face book lo boledanta craze vundi..
473,3,0,0,5,2,"nenu surya abhimanini, kani, nayantaranu miss avutunnanu, endukante aame pedda patra unna sinimallo, aame adduthanga panichestundhi mariyu siniman marinta merugga chestundi."
474,3,0,0,5,2,death mass.. danny vesukondi. shiva anna sum killi
475,3,0,0,5,2,superu mass...#Suriya back with bang#NGK #Selvaragavan u r genius man..BGM iragatisaru#YuvanshankarRaja
476,3,0,0,5,2,8M views nd 250k likes Cming Soon
477,3,0,0,5,2,all kongu kullar forum tarafun cinema vijayam sadhinchalani aakankshincharu.
478,3,0,0,5,2,Super Sir  Please dub Telugu
479,3,0,0,5,2,Seems to b like PINK movie....
480,3,0,0,5,2,yadav prajala tarafun e cinema vijayam sadhinchalani aakankshincharu.
481,3,0,0,5,2,prathi mahila choodalsina e cinema vijayayam sadhinchinanduku brahmin tarafun abhinandana teliyajestunnaanu.
482,3,0,0,5,2,a 11k chesaru paata vinadam thappa inkemi ledhu... pichi kukkalu...
483,3,0,0,5,2,trailer mass ..... cinema ghana vijayam sadhinchinanduku abhinandana.... by.... santhanam fan club... poluru
484,3,0,0,5,2,Samantha super....But my  chinna Sam Aarha ummaaaahhhhhhh 
485,3,0,0,5,2,Nenu chala dabbulu sampadinchina vadini kaani Vasool Mannan kaadu. Meeru nenu unna dabbulanni chudalani anukuntunnara
486,3,0,0,5,2,pink cinema kante nidivi ekkuva undabotundani super trailer anukuntunnaru.
487,3,0,0,5,2,Tamil nadu Nani fans oka like cheyandi
488,3,0,0,5,2,Wow . indian  ! . i like it
489,3,0,0,5,2,#PERU?
490,3,0,0,5,2,chalu Megastar intha get up uh
491,3,0,0,5,2,"
swathaga ahankaram unnam kabatti okka paisaku kuda munduchupu ledhu. bhavishyattulo manam arthikanga ela undalo a kula nayakudu matladadu. mana intlo aadapillalanu apyayato, atmavishwasanto penchite variki drama love ante ento ardhamavuthundi. naa post chusi thittadam valla upayogam ledhu."
492,3,0,0,5,2,"priyamaina tala, bhagavantudu alayamlo matrame kanipistadu mariyu meeru terapai matrame kanipistaru, kani meru mammalni jagrathaga chusukondi mariyu maaku uttamamina vindu ivvandi."
493,3,0,0,5,2,So long to see you suriya
494,6,0,0,5,2,maa nayakudiki (thalaivar) vayasu entha?
495,3,0,0,5,2,surya bhai iam big fan of surya
496,3,0,0,5,2,"idi 720 degrees vadla edo tirugutu, apai 360 degrees nundi choosinatluga kanipistundi."
497,3,0,0,5,2,dhairyavanthudu Joke   Okay    =      like   Chetta =  comment
498,3,0,0,5,2,71k views 72k likes hw is it possible
499,3,0,0,5,2,nityaminan version kosam wait chestu marina mayiru
500,3,0,0,5,2,manchi quality incidents inka choodbothunnaru.
501,3,0,0,5,2,2:00 hey 96 evaru mosapovali
502,3,0,0,5,2,"Suriya sir , selva sir.yuan sir is back with bang...blockbuster vastundhi chudandi .."
503,3,0,0,5,2,mee sangeetanni everaina enduku play cheyaali? beethoven 'fur elis' upayoginchi back ground score compose cheyamani ilayaraja adagali
504,3,0,0,5,2,peta kali theme enduku adutunnaru? prajalanu bhayapetti prayathnam chestunnara?
505,3,0,0,5,2,gantalopu 250k like....nani ante simple aa
506,3,0,0,5,2,cuddalore jilla virudachalam vanniyar tarafun e chitram vijayavantham cavalani korukuntunnam.
507,3,0,0,5,2,bodhidharmanni 29 seconsalo vivarinchagalara?
508,3,0,0,5,2,Love  from tovino Thomas fanzz  kochii. .
509,3,0,0,5,2,m da vijay cinema nuvventha pedda ------- navvistundi.
510,3,0,0,5,2,Sridevi Daughter Khushi Kapoor Met Ajith
511,3,0,0,5,2,Did u loved the vfx?  Hit like here!
513,3,0,0,5,2,nemalluga.. Release cheyaka mothe video ne delete cheya ra
514,3,0,0,5,2,1996 ani evarini mosam chestunnaru? idi maro sthayi adbhutam!
515,3,0,0,5,2,Nani versio ah paatalu leva....inni options lo
516,3,0,0,5,2,NANI nuv maro sthayi  I love NANII
517,3,0,0,5,2,Hit Like If you Like 3.0`s role in 2.0 movie
518,3,0,0,5,2,"recent ga ilanti enter taining trailer release kaledu, adi kuda gata maransikshalo rajiya vachi sechitangalo."
519,3,0,0,5,2,pink hindi movie trailer chudandi.. cinema sloven chat.. hindi remake.. amitab ajith patra..
520,3,0,0,5,2,atyanta sampannudu... meeku pass enduku vastundi?
521,3,0,0,5,2,2023 lo chusevallu oka like cheyandi papam
522,3,0,0,5,2,ONLY VIJAY CAN ABLE TO BROKE HIS RECORDS
523,3,0,0,5,2,so no heroin fa surya natinchina cappan.... single a geth uha..
524,3,0,0,5,2,evaraithe 10M views vastai anukuntunnaru pakka vastai like cheyandi
525,3,0,0,5,2,one &only superstar rajani
526,3,0,0,5,2,I like u sir from #power* fans
527,3,0,0,5,2,trailer poye varaku bagane unna.. poina danilo twist chudandi.... darshaka ratna siva nooo... ayyo vaddaku veldam.... rekha yuvakulanu konugolu cheyadam marinta badhakaram...!!! #Rekka #Rathinasiva #Seeru #Jeeva #Vel’sInternational
528,3,0,0,5,2, chache varaku Nani sir super
529,3,0,0,5,2,nadar forum tarafun e cinema vijayayam sadhinchinanduku hrudayapurvaka abhinandanalu.
530,3,0,0,5,2,e pongal maku oka treat ....
531,3,0,0,5,2,ippudu yuvatha matrame mass chandra leader ga unnaru.
532,3,0,0,5,2,458k likes 10m views 24k comment  Record hit like here???
533,3,0,0,5,2,tala vere levl tala da eppatiki tala
534,3,0,0,5,2,sampanna kutumbalaku chendina ammayilanu drama romance chestu thisukeltharu.. annayya antena..? mee sampada entha untundi? agandi brother. biyyanni ration low pedataru. nenu danini konugolu chestanu
535,3,0,0,5,2,tamilulam meme..... surya sodara... Fans Club....
536,3,0,0,5,2,lokesh kanagaraj cinema day.... English Rap.. song vastundi
537,3,0,0,5,2,"prathi sangatanaku, kathaku maro konam untundi!! avathali vaipu undhi, khachchitanga vundi!! manchi perunna kathi kattera okavaipu, maro vaipu nijam kadu!! kabatti chevini tirigi teravadaniki!! batraku e cinema alanti cinema!! nijam cheppalante e siniman miru swagathimchalsinde!! idi swagatinchadginadi kadu!! villu just anne!! oka parswanni matrame choopinchalanukunnaraguji!! mariyu khachchitanga idi toll cheyabadadu!!"
538,3,0,0,5,2,I'M WAITING RAJAMOULI NEXT BAHUBALI 2 DIRECTOR PRABHAS FANS VERY SOON ANTHAKU MINCHI
539,3,0,0,5,2,fucking ajith fans chivaraki miku balupu chala ekkuva .......tarvata ma hero cinema ontha way
540,3,0,0,5,2,peta pongal pongal kanukagaa rajini sri gift rabothondi.
541,3,0,0,5,2,1.43 to 1.50 u1 anthaku minchi
542,3,0,0,5,2,trailer intha nijam chebutunda.. kabatti e cinema root level lo vundi...
543,3,0,0,5,2,idi amit pisana movie ya. kani sonalun m chesina nuvvu ela natinchina mem happyga untam.
544,3,0,0,5,2,karthi anna  nizamaina premabhimani matrame kottandi like.
545,3,0,0,5,2,2.0 full movie on zee telugu channel
546,3,0,0,5,2,3 rd time paapam like cheyandi verithanam overloaded
547,3,0,0,5,2,Entra anniTamil  audience comments.a unnai
548,3,0,0,5,2,"trailers chusi navvukunnaanu, hahaha ani navvanu!!!"
549,3,0,0,5,2,nani style ki and athani hard work ki 5 times chudali
550,3,0,0,5,2,Waiting 4 Saakunthalam ...... Telugu talksss
551,3,0,0,5,2,"e vyakti mukham chuste nenu thattukolenu, atanu enduku natistunnadu?"
552,3,0,0,5,2,kasta manchi tamilam matladaalani eduru chustunnadi lal setton okkade... seton cut cheyandi... maro levl.. untundi.l.!????
553,3,0,0,5,2,vere 11 telugu industrial lo vere 11 yevaraina unnaru ante adhi nani తెలుగు
554,3,0,0,5,2,All d best from yash boss beons tamilnadu
555,3,0,0,5,2,adi vere level. appudu ranjith k.
556,3,0,0,5,2,nani mass bgm pakka mass nani and dsp masssssss
557,3,0,0,5,2,e cinema vijayayam sadhinchinanduku devar magan tarafun abhinandana teliparu.
558,3,0,0,5,2,la chala..... nani eyes.. woww...
559,3,0,0,5,2,"draupadi telugu sampradayaniki, acharanici anugunanga leni aiduguru purushula manishi. oka vargam prajalanu matrame natakam premaga cheppadam dwara ithara kulal muthalu baguntayi. idi naitikama? mahillapai aghayityalu emineppaticy adi abhyantarkaramena."
560,3,0,0,5,2,cinema bavuntundemo annattuga..
561,3,0,0,5,2,Fight scene adhbutanga undhi
562,3,0,0,5,2,andharu court scene kosam waiting
563,3,0,0,5,2,Vadivelu comedy bhayankaram Tq my lord tq
564,3,0,0,5,2,"papam, atani cinema purtiga failure ayindi. maro cinema cheyadaniki rendella wait cheyalsi vachchindani, adi kuda ilage marindani.."
565,3,0,0,5,2,padyam. ranjith lanti darshakudu unnappudu mohan.j lanti darshakulu samajaniki chala mukhyam. draupadi vijayaniki subhakankshalu
566,3,0,0,5,2,ippudu bigil low madiriga naluguru vasthunnaru. adi eppudu jarugutundi manishi? a teaser lonu mi comments levu.
567,3,0,0,5,2,release date please ... trailer super
568,3,0,0,5,2,Bgm pakka 0.4...nani  Always Mass...Belive it mass one
569,3,0,0,5,2,Ks ravikumar sir miru eppudu great
570,6,0,0,5,2,Ayyo swami super love u Nani
571,3,0,0,5,2,ikkada kulnamalu cheppe sainikulanta sudruleni marchipovaddu. shudra pedda boys
572,3,0,0,5,2,yogibabu tana siniman vadlakunda prathi sinimalonu untadu.
573,3,0,0,5,2,Full views cheppandi ippudu update chestanu
574,3,0,0,5,2,10M views ravadam kosam andharu teaser ni 10times ki paina chudandi....Nenu 20+ times chusanu
575,3,0,0,5,2,nenu rajakeeyalloki vastunnanu. 
576,4,0,0,5,2,superb ga e maari mayiru cinema teesi kulanni rechchagottandi raa
577,3,0,0,5,2,oka trailera intha goosebumpaa aithe filmu
578,3,0,0,5,2,maam base kung fu sinimalo climax villain ga (tavla kung fu) marine climax villain  enti?
579,3,0,0,5,2,mee lailam ala poran tamil pataku okka like kuda raledu.
580,3,0,0,5,2,Dhanush nose  is same like Rajni sir's nose kadha. My goodness
581,3,0,0,5,2,"kulam eppudu antham avutundi, kula nayakulu unnantha kaalam aadi antham kadu."
582,3,0,0,5,2,"commodity club nayakudiki, ayanaku chendina variki vyathirekanga inni kulalu unnaayaa?..."
583,3,0,0,5,2,prathi okkaru e siniman vijayavantham cheyalani korutunnanu. e cinema success aithe intha manchi social theme unna sinimalu manaku vastayi.
584,3,0,0,5,2,"Did u notice BIGG BOSS kadagani sleshmam ?(All right, all right, all right) "
585,3,0,0,5,2,"nenu already aadi annala silk chadivanu, andaru lose la silk verpukunte ela untundi, e trailer different ga undani e trailer confirm cheyabotondi."
586,3,0,0,5,2,"uttaradi kalapu kukkalu nakadam, nakadam, tamilulu kulalu kadu"
587,3,0,0,5,2,Samantha telugu  movie Shakuntalam  waiting
588,3,0,0,5,2,nachchani vadila ela navvinchalo e trailer lo teliyadu.
589,3,0,0,5,2,"kula nirmulan, telugu ikyata, praja vimukti"
590,3,0,0,5,2,1:45 is like a bigil ground
591,3,0,0,5,2,Rajnikant fans hit like   Love from Maharashtra
592,3,0,0,5,2,Adhbutham nd arr bgm vera level...
594,3,0,0,5,2,suri nai' cinema trailer nu ippativaraku 36 vela mandi chusharu. adi variki pidakala undi untundi. tala naa tandrina?
595,3,0,0,5,2,comalo unna vayasu mallina pro
596,3,0,0,5,2,Vaazhl (live) english lo cinema title chadavani vaaru everaina unnara?
597,3,0,0,5,2,always mass' trailer tollywood ku goppa peru thisukuravadam khayam.
598,3,0,0,5,2,views chuste kevalam nalugaidu gantallone dadapu 500 value likes vachayi
599,3,0,0,5,2,na yokka praname megastar kosam !!! Love u star sooo much !!!
600,4,0,0,5,2,Hindhi reamake ni tisukoni Telugu lo chudadam chala baguntundhi
601,3,0,0,5,2,Dasara vs Saakunthalam.....Like - Dasara Comments - Saakunthalam
602,3,0,0,5,2,Anthaku minchi laga undhi anthaku minchi
603,3,0,0,5,2,"cappan cinema shooting samayamlo arya, shesha kapoor pelli chesukunnara"
604,3,0,0,5,2,AFTER A LONG TIME SURIYA IN A FULL ON ACTON FILM.
605,3,0,0,5,2,STR FAN FROM SINGAPORE HERE ! WAITING FOR THE KING TO COME ON SCREEN ! :D
606,6,0,0,5,2,Entra nani ramchara gurinchi prajalu enduku vadistaru
607,3,0,0,5,2,SURIYA ANNA nuvvu VERA LEVEL
608,3,0,2,5,2,"meeru e kunda kosam bhikshatan cheyavachu, miru pindi tala kosam bhikshatan cheyavachu"
609,3,0,3,5,2,Entra oka announcement lekunda vidichipettaru
610,3,0,3,5,2,pudukottai jilla varaivalar varapur kallarla tarafun mee vijayaniki subhakankshalu teliyajestunnaanu.
611,3,0,3,5,2,776k  hai.... meeru matho enduku pottie padataniki prayatnistunnaru? enta prayatninchina dalapathi records beat cheyaleru
612,3,1,2,5,2,every kadupu mandutondi
613,3,0,3,5,2,kulatatvam kosam eduruchuse prajala kosam kulam nindina kukka modati sannivesham ikkada vundi.
614,3,0,0,5,2,Go mm ala Nani nuv anthaku minchi
615,3,0,3,5,2,This movie is very very super sankar sir
616,3,1,2,5,2,kulam ani cheppadam mariyu desam yokka bhavodvegalanu gurthu chestundi mariyu vijayaniki subhakankshalu
617,3,0,3,5,2,vachadu vachadu maa superstar
618,3,0,3,5,2,Hip hop smiling Fans Hit like l
619,3,0,3,5,2,over bildap vaddu... 'kabali'ni marchadam..
620,3,0,3,5,2,trailer adduthanga vundi. tala danny shake chestunnadu. nuvvu chala baga chesavu tala. nuvvu chala telivainavadivi.
621,3,1,2,5,2,2019 mai Sirf Modi PM banege Desh ko external Invasion sai bachaana hai Dosto and Jai Hindutv
622,3,0,2,5,2,"cycle kabela maa nayakudu, naa snehithudu"
623,6,0,3,5,2,"samajam dongathanala vyaparam cheddam kani mana samajanni matrame mosam chestam. snehitulla natimchi variki vastuvulu ammi, delivery cheyakunda mosam chestam. memu kulam gurinchi matladatam mariyu jeevanopadhi kosam pattanam nundi bayataku velle itharulanu egathali chestamu"
624,3,3,0,5,2,oorike unnam Vijay kosam like chedama
625,3,0,3,5,2,Vikram attitude + BGM match made in heaven.  Love from karmataka
626,3,0,2,5,2,ilike kangna and u  agar like to like nahi to dissss
627,3,0,3,5,2,jay Lalita ji ka.look is film me.bahot fake dikhraha hai...
